#1: 바람의 방향, 2: KT(km/h), 3: location, range[1-100], 4: post-location, range[0-24]
1,8,82,11,,,,,,
2,8,91,11,,,,,
2,7,92,13,,,,,
1,15,85,10,,,,,
,20,98,8,,,,,
,18,96,10,,,,,
,6,87,13,,,,,
,12,86,9,,,,,
,8,85,13,,,,,
,9,95,9,,,,,
,9,100,14,,,,,
,11,97,14,,,,,
,11,93,11,,,,,
,8,92,11,,,,,
,10,91,12,,,,,
,11,95,18,,,,,
,13,86,13,,,,,
,13,86,15,,,,,
